Abbreviation	Abbreviation	_	Abbreviation	20	data/treex/000_orig/train/001#241:V-B
Pronoun	Pronoun-general	Gender=neuter|Number=singular|Case=nominative|Syntactic-Type=nominal	Pronoun-general	27	data/treex/000_orig/train/001#189:vse
Pronoun	Pronoun-indefinite	Case=accusative|Syntactic-Type=nominal	Pronoun-indefinite	3	data/treex/000_orig/train/001#460:koga
Pronoun	Pronoun-indefinite	Case=dative|Syntactic-Type=nominal	Pronoun-indefinite	1	data/treex/000_orig/train/002#75:komu
Pronoun	Pronoun-indefinite	Case=genitive|Syntactic-Type=nominal	Pronoun-indefinite	2	data/treex/000_orig/train/001#333:nekoga
Pronoun	Pronoun-indefinite	Case=instrumental|Syntactic-Type=nominal	Pronoun-indefinite	2	data/treex/000_orig/train/002#19:nečim
Pronoun	Pronoun-indefinite	Case=nominative|Syntactic-Type=nominal	Pronoun-indefinite	112	data/treex/000_orig/train/001#111:Nekaj
Pronoun	Pronoun-indefinite	Gender=feminine|Number=dual|Case=nominative|Syntactic-Type=adjectival	Pronoun-indefinite	1	data/treex/000_orig/test/001#230:neki
Pronoun	Pronoun-indefinite	Gender=feminine|Number=plural|Case=accusative|Syntactic-Type=adjectival	Pronoun-indefinite	3	data/treex/000_orig/train/003#111:Nekatere
Pronoun	Pronoun-indefinite	Gender=feminine|Number=plural|Case=accusative|Syntactic-Type=nominal	Pronoun-indefinite	1	data/treex/000_orig/train/003#136:druge
Pronoun	Pronoun-indefinite	Gender=feminine|Number=plural|Case=dative|Syntactic-Type=adjectival	Pronoun-indefinite	1	data/treex/000_orig/train/003#217:nekaterim
Pronoun	Pronoun-indefinite	Gender=feminine|Number=plural|Case=genitive|Syntactic-Type=adjectival	Pronoun-indefinite	2	data/treex/000_orig/train/001#439:Kakšnih
Pronoun	Pronoun-indefinite	Gender=feminine|Number=plural|Case=genitive|Syntactic-Type=nominal	Pronoun-indefinite	1	data/treex/000_orig/train/002#322:drugih
Pronoun	Pronoun-indefinite	Gender=feminine|Number=plural|Case=instrumental|Syntactic-Type=adjectival	Pronoun-indefinite	2	data/treex/000_orig/train/002#185:drugačnimi
Pronoun	Pronoun-indefinite	Gender=feminine|Number=plural|Case=locative|Syntactic-Type=adjectival	Pronoun-indefinite	1	data/treex/000_orig/train/001#320:nekaterih
Pronoun	Pronoun-indefinite	Gender=feminine|Number=plural|Case=nominative|Syntactic-Type=adjectival	Pronoun-indefinite	6	data/treex/000_orig/train/001#450:iste
Pronoun	Pronoun-indefinite	Gender=feminine|Number=plural|Case=nominative|Syntactic-Type=nominal	Pronoun-indefinite	2	data/treex/000_orig/train/002#320:druge
Pronoun	Pronoun-indefinite	Gender=feminine|Number=singular|Case=accusative|Syntactic-Type=adjectival	Pronoun-indefinite	47	data/treex/000_orig/train/001#30:kako
Pronoun	Pronoun-indefinite	Gender=feminine|Number=singular|Case=dative|Syntactic-Type=adjectival	Pronoun-indefinite	2	data/treex/000_orig/train/001#417:isti
Pronoun	Pronoun-indefinite	Gender=feminine|Number=singular|Case=dative|Syntactic-Type=nominal	Pronoun-indefinite	1	data/treex/000_orig/train/003#219:drugi
Pronoun	Pronoun-indefinite	Gender=feminine|Number=singular|Case=genitive|Syntactic-Type=adjectival	Pronoun-indefinite	10	data/treex/000_orig/train/001#189:neke
Pronoun	Pronoun-indefinite	Gender=feminine|Number=singular|Case=instrumental|Syntactic-Type=adjectival	Pronoun-indefinite	8	data/treex/000_orig/train/001#186:nekakšno
Pronoun	Pronoun-indefinite	Gender=feminine|Number=singular|Case=instrumental|Syntactic-Type=nominal	Pronoun-indefinite	2	data/treex/000_orig/train/001#195:drugo
Pronoun	Pronoun-indefinite	Gender=feminine|Number=singular|Case=locative|Syntactic-Type=adjectival	Pronoun-indefinite	14	data/treex/000_orig/train/001#14:nekakšni
Pronoun	Pronoun-indefinite	Gender=feminine|Number=singular|Case=nominative|Syntactic-Type=adjectival	Pronoun-indefinite	23	data/treex/000_orig/train/001#110:drugačna
Pronoun	Pronoun-indefinite	Gender=feminine|Number=singular|Case=nominative|Syntactic-Type=nominal	Pronoun-indefinite	3	data/treex/000_orig/train/003#219:druga
Pronoun	Pronoun-indefinite	Gender=masculine|Number=dual|Case=nominative|Syntactic-Type=adjectival	Pronoun-indefinite	2	data/treex/000_orig/train/001#413:ista
Pronoun	Pronoun-indefinite	Gender=masculine|Number=plural|Case=accusative|Syntactic-Type=adjectival	Pronoun-indefinite	2	data/treex/000_orig/test/001#293:druge
Pronoun	Pronoun-indefinite	Gender=masculine|Number=plural|Case=accusative|Syntactic-Type=nominal	Pronoun-indefinite	4	data/treex/000_orig/train/001#188:druge
Pronoun	Pronoun-indefinite	Gender=masculine|Number=plural|Case=dative|Syntactic-Type=adjectival	Pronoun-indefinite	1	data/treex/000_orig/test/001#20:drugim
Pronoun	Pronoun-indefinite	Gender=masculine|Number=plural|Case=genitive|Syntactic-Type=adjectival	Pronoun-indefinite	5	data/treex/000_orig/train/001#219:drugih
Pronoun	Pronoun-indefinite	Gender=masculine|Number=plural|Case=genitive|Syntactic-Type=nominal	Pronoun-indefinite	4	data/treex/000_orig/train/001#261:drugih
Pronoun	Pronoun-indefinite	Gender=masculine|Number=plural|Case=instrumental|Syntactic-Type=adjectival	Pronoun-indefinite	1	data/treex/000_orig/train/003#362:drugimi
Pronoun	Pronoun-indefinite	Gender=masculine|Number=plural|Case=instrumental|Syntactic-Type=nominal	Pronoun-indefinite	2	data/treex/000_orig/train/001#213:drugimi
Pronoun	Pronoun-indefinite	Gender=masculine|Number=plural|Case=locative|Syntactic-Type=adjectival	Pronoun-indefinite	5	data/treex/000_orig/train/001#221:nekaterih
Pronoun	Pronoun-indefinite	Gender=masculine|Number=plural|Case=nominative|Syntactic-Type=adjectival	Pronoun-indefinite	9	data/treex/000_orig/train/001#25:neki
Pronoun	Pronoun-indefinite	Gender=masculine|Number=plural|Case=nominative|Syntactic-Type=nominal	Pronoun-indefinite	2	data/treex/000_orig/train/001#248:drugi
Pronoun	Pronoun-indefinite	Gender=masculine|Number=singular|Case=accusative|Syntactic-Type=adjectival|Animate=no	Pronoun-indefinite	20	data/treex/000_orig/train/001#85:neki
Pronoun	Pronoun-indefinite	Gender=masculine|Number=singular|Case=accusative|Syntactic-Type=adjectival|Animate=yes	Pronoun-indefinite	4	data/treex/000_orig/train/002#444:nekega
Pronoun	Pronoun-indefinite	Gender=masculine|Number=singular|Case=accusative|Syntactic-Type=nominal|Animate=yes	Pronoun-indefinite	3	data/treex/000_orig/train/001#217:drugega
Pronoun	Pronoun-indefinite	Gender=masculine|Number=singular|Case=dative|Syntactic-Type=adjectival	Pronoun-indefinite	1	data/treex/000_orig/train/003#233:nekakemu
Pronoun	Pronoun-indefinite	Gender=masculine|Number=singular|Case=genitive|Syntactic-Type=adjectival	Pronoun-indefinite	13	data/treex/000_orig/train/001#45:kateregakoli
Pronoun	Pronoun-indefinite	Gender=masculine|Number=singular|Case=genitive|Syntactic-Type=nominal	Pronoun-indefinite	4	data/treex/000_orig/train/001#256:drugega
Pronoun	Pronoun-indefinite	Gender=masculine|Number=singular|Case=instrumental|Syntactic-Type=adjectival	Pronoun-indefinite	3	data/treex/000_orig/train/001#40:nekakšnim
Pronoun	Pronoun-indefinite	Gender=masculine|Number=singular|Case=instrumental|Syntactic-Type=nominal	Pronoun-indefinite	1	data/treex/000_orig/test/001#315:drugim
Pronoun	Pronoun-indefinite	Gender=masculine|Number=singular|Case=locative|Syntactic-Type=adjectival	Pronoun-indefinite	12	data/treex/000_orig/train/001#218:nekem
Pronoun	Pronoun-indefinite	Gender=masculine|Number=singular|Case=locative|Syntactic-Type=nominal	Pronoun-indefinite	3	data/treex/000_orig/train/002#6:drugem
Pronoun	Pronoun-indefinite	Gender=masculine|Number=singular|Case=nominative|Syntactic-Type=adjectival	Pronoun-indefinite	18	data/treex/000_orig/train/001#25:drug
Pronoun	Pronoun-indefinite	Gender=masculine|Number=singular|Case=nominative|Syntactic-Type=nominal	Pronoun-indefinite	11	data/treex/000_orig/train/001#473:drug
Pronoun	Pronoun-indefinite	Gender=neuter|Number=dual|Case=accusative|Syntactic-Type=adjectival	Pronoun-indefinite	1	data/treex/000_orig/train/001#363:kakšni
Pronoun	Pronoun-indefinite	Gender=neuter|Number=plural|Case=genitive|Syntactic-Type=adjectival	Pronoun-indefinite	3	data/treex/000_orig/train/001#321:kakih
Pronoun	Pronoun-indefinite	Gender=neuter|Number=singular|Case=accusative|Syntactic-Type=adjectival	Pronoun-indefinite	10	data/treex/000_orig/train/001#143:kakšno
Pronoun	Pronoun-indefinite	Gender=neuter|Number=singular|Case=genitive|Syntactic-Type=adjectival	Pronoun-indefinite	3	data/treex/000_orig/train/001#319:istega
Pronoun	Pronoun-indefinite	Gender=neuter|Number=singular|Case=genitive|Syntactic-Type=nominal	Pronoun-indefinite	4	data/treex/000_orig/train/001#114:drugega
Pronoun	Pronoun-indefinite	Gender=neuter|Number=singular|Case=instrumental|Syntactic-Type=adjectival	Pronoun-indefinite	2	data/treex/000_orig/train/002#346:nekim
Pronoun	Pronoun-indefinite	Gender=neuter|Number=singular|Case=locative|Syntactic-Type=adjectival	Pronoun-indefinite	2	data/treex/000_orig/train/001#183:kakšnem
Pronoun	Pronoun-indefinite	Gender=neuter|Number=singular|Case=nominative|Syntactic-Type=adjectival	Pronoun-indefinite	3	data/treex/000_orig/train/001#351:nekakšno
Pronoun	Pronoun-indefinite	Gender=neuter|Number=singular|Case=nominative|Syntactic-Type=nominal	Pronoun-indefinite	3	data/treex/000_orig/train/002#163:drugo
Pronoun	Pronoun-indefinite	Syntactic-Type=adjectival	Pronoun-indefinite	2	data/treex/000_orig/train/004#21:mnogo
Pronoun	Pronoun-interrogative	Case=accusative|Syntactic-Type=nominal	Pronoun-interrogative	20	data/treex/000_orig/train/001#104:koga
Pronoun	Pronoun-interrogative	Case=genitive|Syntactic-Type=nominal	Pronoun-interrogative	3	data/treex/000_orig/train/002#150:česa
Pronoun	Pronoun-interrogative	Case=instrumental|Syntactic-Type=nominal	Pronoun-interrogative	1	data/treex/000_orig/train/003#62:čim
Pronoun	Pronoun-interrogative	Case=locative|Syntactic-Type=nominal	Pronoun-interrogative	1	data/treex/000_orig/train/001#190:čem
Pronoun	Pronoun-interrogative	Case=nominative|Syntactic-Type=nominal	Pronoun-interrogative	25	data/treex/000_orig/train/001#122:kaj
Pronoun	Pronoun-interrogative	Gender=feminine|Number=plural|Case=dative|Syntactic-Type=adjectival	Pronoun-interrogative	1	data/treex/000_orig/train/002#72:katerim
Pronoun	Pronoun-interrogative	Gender=feminine|Number=singular|Case=nominative|Syntactic-Type=adjectival	Pronoun-interrogative	3	data/treex/000_orig/train/001#82:katera
Pronoun	Pronoun-interrogative	Gender=masculine|Number=singular|Case=accusative|Syntactic-Type=adjectival|Animate=no	Pronoun-interrogative	1	data/treex/000_orig/train/002#320:kakšen
Pronoun	Pronoun-interrogative	Gender=masculine|Number=singular|Case=locative|Syntactic-Type=adjectival	Pronoun-interrogative	1	data/treex/000_orig/train/001#34:kakšnem
Pronoun	Pronoun-interrogative	Gender=masculine|Number=singular|Case=nominative|Syntactic-Type=adjectival	Pronoun-interrogative	1	data/treex/000_orig/train/002#426:Kakšen
Pronoun	Pronoun-interrogative	Gender=neuter|Number=plural|Case=nominative|Syntactic-Type=adjectival	Pronoun-interrogative	1	data/treex/000_orig/train/003#428:kakšna
Pronoun	Pronoun-interrogative	Gender=neuter|Number=singular|Case=accusative|Syntactic-Type=adjectival	Pronoun-interrogative	1	data/treex/000_orig/train/003#254:kakšno
Pronoun	Pronoun-interrogative	Gender=neuter|Number=singular|Case=instrumental|Syntactic-Type=adjectival	Pronoun-interrogative	1	data/treex/000_orig/train/002#206:kakšnim
Pronoun	Pronoun-interrogative	Syntactic-Type=adjectival	Pronoun-interrogative	6	data/treex/000_orig/train/002#113:koliko
Pronoun	Pronoun-negative	Case=accusative|Syntactic-Type=nominal	Pronoun-negative	7	data/treex/000_orig/train/001#268:nič
Pronoun	Pronoun-negative	Case=genitive|Syntactic-Type=nominal	Pronoun-negative	10	data/treex/000_orig/train/001#121:ničesar
Pronoun	Pronoun-negative	Case=nominative|Syntactic-Type=nominal	Pronoun-negative	13	data/treex/000_orig/train/001#179:nihče
Pronoun	Pronoun-negative	Gender=feminine|Number=singular|Case=genitive|Syntactic-Type=adjectival	Pronoun-negative	8	data/treex/000_orig/train/001#61:nikakršne
Pronoun	Pronoun-negative	Gender=feminine|Number=singular|Case=locative|Syntactic-Type=adjectival	Pronoun-negative	2	data/treex/000_orig/train/002#78:nobeni
Pronoun	Pronoun-negative	Gender=feminine|Number=singular|Case=nominative|Syntactic-Type=adjectival	Pronoun-negative	5	data/treex/000_orig/train/002#76:nobena
Pronoun	Pronoun-negative	Gender=masculine|Number=plural|Case=genitive|Syntactic-Type=adjectival	Pronoun-negative	2	data/treex/000_orig/train/001#89:nobenih
Pronoun	Pronoun-negative	Gender=masculine|Number=singular|Case=dative|Syntactic-Type=adjectival	Pronoun-negative	1	data/treex/000_orig/test/001#231:nobenemu
Pronoun	Pronoun-negative	Gender=masculine|Number=singular|Case=genitive|Syntactic-Type=adjectival	Pronoun-negative	11	data/treex/000_orig/train/001#103:nobenega
Pronoun	Pronoun-negative	Gender=masculine|Number=singular|Case=locative|Syntactic-Type=adjectival	Pronoun-negative	1	data/treex/000_orig/train/002#183:nobenem
Pronoun	Pronoun-negative	Gender=masculine|Number=singular|Case=nominative|Syntactic-Type=adjectival	Pronoun-negative	3	data/treex/000_orig/train/002#76:noben
Pronoun	Pronoun-negative	Gender=neuter|Number=plural|Case=genitive|Syntactic-Type=adjectival	Pronoun-negative	1	data/treex/000_orig/train/004#6:nobenih
Pronoun	Pronoun-negative	Gender=neuter|Number=singular|Case=genitive|Syntactic-Type=adjectival	Pronoun-negative	2	data/treex/000_orig/train/002#238:nobenega
Pronoun	Pronoun-negative	Gender=neuter|Number=singular|Case=nominative|Syntactic-Type=adjectival	Pronoun-negative	3	data/treex/000_orig/train/002#181:nobeno
Pronoun	Pronoun-negative	Syntactic-Type=adjectival	Pronoun-negative	12	data/treex/000_orig/train/001#44:nič
Pronoun	Pronoun-personal	Person=first|Number=dual|Case=instrumental|Clitic=no|Syntactic-Type=nominal	Pronoun-personal	1	data/treex/000_orig/test/001#203:nama
Pronoun	Pronoun-personal	Person=first|Number=plural|Case=dative|Clitic=yes|Syntactic-Type=nominal	Pronoun-personal	1	data/treex/000_orig/train/002#469:nam
Pronoun	Pronoun-personal	Person=first|Number=plural|Case=genitive|Clitic=yes|Syntactic-Type=nominal	Pronoun-personal	1	data/treex/000_orig/train/002#102:nas
Pronoun	Pronoun-personal	Person=first|Number=plural|Case=nominative|Clitic=no|Syntactic-Type=nominal	Pronoun-personal	2	data/treex/000_orig/train/002#307:Mi
Pronoun	Pronoun-personal	Person=first|Number=singular|Case=accusative|Clitic=no|Syntactic-Type=nominal	Pronoun-personal	1	data/treex/000_orig/train/002#131:mene
Pronoun	Pronoun-personal	Person=first|Number=singular|Case=accusative|Clitic=yes|Syntactic-Type=nominal	Pronoun-personal	13	data/treex/000_orig/train/001#299:me
Pronoun	Pronoun-personal	Person=first|Number=singular|Case=dative|Clitic=no|Syntactic-Type=nominal	Pronoun-personal	1	data/treex/000_orig/test/001#72:meni
Pronoun	Pronoun-personal	Person=first|Number=singular|Case=dative|Clitic=yes|Syntactic-Type=nominal	Pronoun-personal	18	data/treex/000_orig/train/001#316:mi
Pronoun	Pronoun-personal	Person=first|Number=singular|Case=genitive|Clitic=no|Syntactic-Type=nominal	Pronoun-personal	1	data/treex/000_orig/test/001#56:mene
Pronoun	Pronoun-personal	Person=first|Number=singular|Case=instrumental|Clitic=no|Syntactic-Type=nominal	Pronoun-personal	1	data/treex/000_orig/train/002#37:mano
Pronoun	Pronoun-personal	Person=first|Number=singular|Case=nominative|Clitic=no|Syntactic-Type=nominal	Pronoun-personal	13	data/treex/000_orig/train/001#260:jaz
Pronoun	Pronoun-personal	Person=second|Number=plural|Case=accusative|Clitic=no|Syntactic-Type=nominal	Pronoun-personal	4	data/treex/000_orig/train/002#466:vas
Pronoun	Pronoun-personal	Person=second|Number=plural|Case=accusative|Clitic=yes|Syntactic-Type=nominal	Pronoun-personal	7	data/treex/000_orig/train/001#316:vas
Pronoun	Pronoun-personal	Person=second|Number=plural|Case=dative|Clitic=yes|Syntactic-Type=nominal	Pronoun-personal	8	data/treex/000_orig/train/001#426:vam
Pronoun	Pronoun-personal	Person=second|Number=plural|Case=instrumental|Clitic=no|Syntactic-Type=nominal	Pronoun-personal	4	data/treex/000_orig/train/002#372:vami
Pronoun	Pronoun-personal	Person=second|Number=plural|Case=nominative|Clitic=no|Syntactic-Type=nominal	Pronoun-personal	6	data/treex/000_orig/train/003#258:vi
Pronoun	Pronoun-personal	Person=second|Number=singular|Case=accusative|Clitic=yes|Syntactic-Type=nominal	Pronoun-personal	35	data/treex/000_orig/train/001#33:te
Pronoun	Pronoun-personal	Person=second|Number=singular|Case=dative|Clitic=yes|Syntactic-Type=nominal	Pronoun-personal	22	data/treex/000_orig/train/001#12:ti
Pronoun	Pronoun-personal	Person=second|Number=singular|Case=genitive|Clitic=no|Syntactic-Type=nominal	Pronoun-personal	3	data/treex/000_orig/train/001#188:tebe
Pronoun	Pronoun-personal	Person=second|Number=singular|Case=genitive|Clitic=yes|Syntactic-Type=nominal	Pronoun-personal	4	data/treex/000_orig/train/001#13:te
Pronoun	Pronoun-personal	Person=second|Number=singular|Case=instrumental|Clitic=no|Syntactic-Type=nominal	Pronoun-personal	2	data/treex/000_orig/train/001#257:teboj
Pronoun	Pronoun-personal	Person=second|Number=singular|Case=locative|Clitic=no|Syntactic-Type=nominal	Pronoun-personal	1	data/treex/000_orig/train/001#464:tebi
Pronoun	Pronoun-personal	Person=second|Number=singular|Case=nominative|Clitic=no|Syntactic-Type=nominal	Pronoun-personal	11	data/treex/000_orig/train/001#365:Ti
Pronoun	Pronoun-personal	Person=third|Gender=feminine|Number=dual|Case=accusative|Clitic=no|Syntactic-Type=nominal	Pronoun-personal	1	data/treex/000_orig/train/001#499:njiju
Pronoun	Pronoun-personal	Person=third|Gender=feminine|Number=dual|Case=accusative|Clitic=yes|Syntactic-Type=nominal	Pronoun-personal	5	data/treex/000_orig/train/001#140:ju
Pronoun	Pronoun-personal	Person=third|Gender=feminine|Number=dual|Case=genitive|Clitic=no|Syntactic-Type=nominal	Pronoun-personal	1	data/treex/000_orig/train/003#219:njiju
Pronoun	Pronoun-personal	Person=third|Gender=feminine|Number=dual|Case=nominative|Clitic=no|Syntactic-Type=nominal	Pronoun-personal	1	data/treex/000_orig/train/002#1:onidve
Pronoun	Pronoun-personal	Person=third|Gender=feminine|Number=plural|Case=accusative|Clitic=yes|Syntactic-Type=nominal	Pronoun-personal	28	data/treex/000_orig/train/001#83:jih
Pronoun	Pronoun-personal	Person=third|Gender=feminine|Number=plural|Case=dative|Clitic=yes|Syntactic-Type=nominal	Pronoun-personal	1	data/treex/000_orig/train/002#159:jim
Pronoun	Pronoun-personal	Person=third|Gender=feminine|Number=plural|Case=genitive|Clitic=no|Syntactic-Type=nominal	Pronoun-personal	1	data/treex/000_orig/train/003#164:njih
Pronoun	Pronoun-personal	Person=third|Gender=feminine|Number=plural|Case=genitive|Clitic=yes|Syntactic-Type=nominal	Pronoun-personal	2	data/treex/000_orig/train/002#258:jih
Pronoun	Pronoun-personal	Person=third|Gender=feminine|Number=singular|Case=accusative|Clitic=no|Syntactic-Type=nominal	Pronoun-personal	1	data/treex/000_orig/train/003#136:njo
Pronoun	Pronoun-personal	Person=third|Gender=feminine|Number=singular|Case=accusative|Clitic=yes|Syntactic-Type=nominal	Pronoun-personal	72	data/treex/000_orig/train/001#64:jo
Pronoun	Pronoun-personal	Person=third|Gender=feminine|Number=singular|Case=dative|Clitic=no|Syntactic-Type=nominal	Pronoun-personal	2	data/treex/000_orig/train/003#177:njej
Pronoun	Pronoun-personal	Person=third|Gender=feminine|Number=singular|Case=dative|Clitic=yes|Syntactic-Type=nominal	Pronoun-personal	18	data/treex/000_orig/train/001#142:ji
Pronoun	Pronoun-personal	Person=third|Gender=feminine|Number=singular|Case=genitive|Clitic=no|Syntactic-Type=nominal	Pronoun-personal	4	data/treex/000_orig/train/001#110:nje
Pronoun	Pronoun-personal	Person=third|Gender=feminine|Number=singular|Case=genitive|Clitic=yes|Syntactic-Type=nominal	Pronoun-personal	9	data/treex/000_orig/train/001#156:je
Pronoun	Pronoun-personal	Person=third|Gender=feminine|Number=singular|Case=instrumental|Clitic=no|Syntactic-Type=nominal	Pronoun-personal	8	data/treex/000_orig/train/001#48:njo
Pronoun	Pronoun-personal	Person=third|Gender=feminine|Number=singular|Case=locative|Clitic=no|Syntactic-Type=nominal	Pronoun-personal	7	data/treex/000_orig/train/001#394:njej
Pronoun	Pronoun-personal	Person=third|Gender=feminine|Number=singular|Case=nominative|Clitic=no|Syntactic-Type=nominal	Pronoun-personal	1	data/treex/000_orig/train/003#27:ona
Pronoun	Pronoun-personal	Person=third|Gender=masculine|Number=dual|Case=accusative|Clitic=no|Syntactic-Type=nominal	Pronoun-personal	1	data/treex/000_orig/train/001#500:njiju
Pronoun	Pronoun-personal	Person=third|Gender=masculine|Number=dual|Case=accusative|Clitic=yes|Syntactic-Type=nominal	Pronoun-personal	4	data/treex/000_orig/train/001#377:ju
Pronoun	Pronoun-personal	Person=third|Gender=masculine|Number=dual|Case=dative|Clitic=yes|Syntactic-Type=nominal	Pronoun-personal	2	data/treex/000_orig/train/002#55:jima
Pronoun	Pronoun-personal	Person=third|Gender=masculine|Number=dual|Case=genitive|Clitic=no|Syntactic-Type=nominal	Pronoun-personal	1	data/treex/000_orig/train/002#293:njiju
Pronoun	Pronoun-personal	Person=third|Gender=masculine|Number=dual|Case=instrumental|Clitic=no|Syntactic-Type=nominal	Pronoun-personal	3	data/treex/000_orig/train/001#140:njima
Pronoun	Pronoun-personal	Person=third|Gender=masculine|Number=plural|Case=accusative|Clitic=yes|Syntactic-Type=nominal	Pronoun-personal	45	data/treex/000_orig/train/001#139:jih
Pronoun	Pronoun-personal	Person=third|Gender=masculine|Number=plural|Case=dative|Clitic=yes|Syntactic-Type=nominal	Pronoun-personal	21	data/treex/000_orig/train/002#69:jim
Pronoun	Pronoun-personal	Person=third|Gender=masculine|Number=plural|Case=genitive|Clitic=no|Syntactic-Type=nominal	Pronoun-personal	7	data/treex/000_orig/train/002#59:njih
Pronoun	Pronoun-personal	Person=third|Gender=masculine|Number=plural|Case=genitive|Clitic=yes|Syntactic-Type=nominal	Pronoun-personal	6	data/treex/000_orig/train/002#209:jih
Pronoun	Pronoun-personal	Person=third|Gender=masculine|Number=plural|Case=instrumental|Clitic=no|Syntactic-Type=nominal	Pronoun-personal	6	data/treex/000_orig/train/001#130:njimi
Pronoun	Pronoun-personal	Person=third|Gender=masculine|Number=plural|Case=locative|Clitic=no|Syntactic-Type=nominal	Pronoun-personal	5	data/treex/000_orig/train/001#396:njih
Pronoun	Pronoun-personal	Person=third|Gender=masculine|Number=singular|Case=accusative|Clitic=no|Syntactic-Type=nominal	Pronoun-personal	2	data/treex/000_orig/train/001#462:njega
Pronoun	Pronoun-personal	Person=third|Gender=masculine|Number=singular|Case=accusative|Clitic=yes|Syntactic-Type=nominal	Pronoun-personal	189	data/treex/000_orig/train/001#32:ga
Pronoun	Pronoun-personal	Person=third|Gender=masculine|Number=singular|Case=dative|Clitic=no|Syntactic-Type=nominal	Pronoun-personal	3	data/treex/000_orig/train/001#496:njemu
Pronoun	Pronoun-personal	Person=third|Gender=masculine|Number=singular|Case=dative|Clitic=yes|Syntactic-Type=nominal	Pronoun-personal	107	data/treex/000_orig/train/001#41:mu
Pronoun	Pronoun-personal	Person=third|Gender=masculine|Number=singular|Case=genitive|Clitic=no|Syntactic-Type=nominal	Pronoun-personal	13	data/treex/000_orig/train/001#55:njega
Pronoun	Pronoun-personal	Person=third|Gender=masculine|Number=singular|Case=genitive|Clitic=yes|Syntactic-Type=nominal	Pronoun-personal	4	data/treex/000_orig/train/001#61:ga
Pronoun	Pronoun-personal	Person=third|Gender=masculine|Number=singular|Case=instrumental|Clitic=no|Syntactic-Type=nominal	Pronoun-personal	16	data/treex/000_orig/train/001#2:njim
Pronoun	Pronoun-personal	Person=third|Gender=masculine|Number=singular|Case=locative|Clitic=no|Syntactic-Type=nominal	Pronoun-personal	8	data/treex/000_orig/train/001#87:njem
Pronoun	Pronoun-personal	Person=third|Gender=masculine|Number=singular|Case=nominative|Clitic=no|Syntactic-Type=nominal	Pronoun-personal	18	data/treex/000_orig/train/001#91:on
Pronoun	Pronoun-personal	Person=third|Gender=neuter|Number=plural|Case=accusative|Clitic=yes|Syntactic-Type=nominal	Pronoun-personal	7	data/treex/000_orig/train/001#253:jih
Pronoun	Pronoun-personal	Person=third|Gender=neuter|Number=singular|Case=accusative|Clitic=yes|Syntactic-Type=nominal	Pronoun-personal	14	data/treex/000_orig/train/001#152:ga
Pronoun	Pronoun-personal	Person=third|Gender=neuter|Number=singular|Case=instrumental|Clitic=no|Syntactic-Type=nominal	Pronoun-personal	1	data/treex/000_orig/train/001#351:njim
Pronoun	Pronoun-personal	Person=third|Gender=neuter|Number=singular|Case=locative|Clitic=no|Syntactic-Type=nominal	Pronoun-personal	1	data/treex/000_orig/train/001#54:njem
Pronoun	Pronoun-possessive	Person=first|Gender=feminine|Number=plural|Case=nominative|Owner-Number=plural|Syntactic-Type=adjectival	Pronoun-possessive	1	data/treex/000_orig/train/001#425:Naše
Pronoun	Pronoun-possessive	Person=first|Gender=feminine|Number=singular|Case=genitive|Owner-Number=plural|Syntactic-Type=adjectival	Pronoun-possessive	1	data/treex/000_orig/train/003#64:naše
Pronoun	Pronoun-possessive	Person=first|Gender=feminine|Number=singular|Case=genitive|Owner-Number=singular|Syntactic-Type=adjectival	Pronoun-possessive	1	data/treex/000_orig/test/001#59:moje
Pronoun	Pronoun-possessive	Person=first|Gender=feminine|Number=singular|Case=locative|Owner-Number=plural|Syntactic-Type=adjectival	Pronoun-possessive	1	data/treex/000_orig/train/001#317:naši
Pronoun	Pronoun-possessive	Person=first|Gender=feminine|Number=singular|Case=nominative|Owner-Number=dual|Syntactic-Type=adjectival	Pronoun-possessive	1	data/treex/000_orig/train/003#151:najina
Pronoun	Pronoun-possessive	Person=first|Gender=feminine|Number=singular|Case=nominative|Owner-Number=plural|Syntactic-Type=adjectival	Pronoun-possessive	1	data/treex/000_orig/train/002#305:naša
Pronoun	Pronoun-possessive	Person=first|Gender=feminine|Number=singular|Case=nominative|Owner-Number=singular|Syntactic-Type=adjectival	Pronoun-possessive	1	data/treex/000_orig/train/002#433:moja
Pronoun	Pronoun-possessive	Person=first|Gender=masculine|Number=dual|Case=nominative|Owner-Number=singular|Syntactic-Type=adjectival	Pronoun-possessive	1	data/treex/000_orig/train/003#56:moja
Pronoun	Pronoun-possessive	Person=first|Gender=masculine|Number=plural|Case=genitive|Owner-Number=plural|Syntactic-Type=adjectival	Pronoun-possessive	1	data/treex/000_orig/train/002#148:naših
Pronoun	Pronoun-possessive	Person=first|Gender=masculine|Number=plural|Case=locative|Owner-Number=singular|Syntactic-Type=adjectival	Pronoun-possessive	1	data/treex/000_orig/train/003#61:mojih
Pronoun	Pronoun-possessive	Person=first|Gender=masculine|Number=singular|Case=accusative|Owner-Number=dual|Syntactic-Type=adjectival|Animate=no	Pronoun-possessive	1	data/treex/000_orig/train/002#347:najin
Pronoun	Pronoun-possessive	Person=first|Gender=masculine|Number=singular|Case=locative|Owner-Number=plural|Syntactic-Type=adjectival	Pronoun-possessive	1	data/treex/000_orig/train/002#431:našem
